Year,PE Ratio,PEG Ratio,Return on Equity,Return on Invested Capital,Net Profit Margin,FCF Yield,Debt / Equity Ratio,Current Ratio,Forward PE Ratio,PS Ratio,PB Ratio,P/FCF Ratio,P/OCF Ratio,EV/EBITDA,Price to Fair Value,Return on Assets,Return on Capital Employed,Gross Profit Margin,Operating Profit Margin,EBITDA Margin,EBIT Margin,Pretax Profit Margin,FCF Margin,Bottom Line Profit Margin,Continuous Operations Margin,Free Cash Flow Per Share,Revenue Per Share,Net Income Per Share,Operating Cash Flow Per Share,Book Value Per Share,Tangible Book Value Per Share,Cash Per Share,Shareholders' Equity Per Share,Interest Debt Per Share,CapEx Per Share,Dividend Yield,Dividend Per Share,Payout Ratio,Dividend Yield %,Quick Ratio,Cash Ratio,Debt to Assets Ratio,Debt to Capital Ratio,LT Debt to Capital Ratio,Debt to Market Cap,Financial Leverage Ratio,Solvency Ratio,Interest Coverage,OCF Ratio,OCF/S Ratio,FCF/OCF Ratio,Debt Service Coverage,OCF Coverage Ratio,CapEx Coverage Ratio,Dividend & CapEx Coverage,ST OCF Coverage,Asset Turnover,Inventory Turnover,Receivables Turnover,Payables Turnover,Fixed Asset Turnover,Working Capital Turnover,Effective Tax Rate,Net Income / EBT,EBT / EBIT
2006,11.47155688682,0.7182192137835126,0.347,0.3392,0.1045983555549671,0.0746,0.0733196303713854,1.5522666284286213,5.59,1.1999059860166297,3.980240478456396,13.396597002997574,9.193817656725845,3.906346903893367,3.980240478456396,0.1804,0.5845,0.43528804268672133,0.2634501568975333,0.29368040568273596,0.2634501568975333,0.1784845154712884,0.09,0.1045983555549671,0.1045983555549671,5.7201093667931895,63.8633367055625,6.679999999655007,8.33494886032903,19.252605568625942,19.252605568625942,4.776453670639393,19.252605568625942,1.4115939239777304,2.614839493535841,0.016834151280067926,1.290001012591605,0.1931139240506329,1.6834151280067926,1.3327939037630334,0.5785689411475511,0.038111544871355846,0.06831108674124936,0.05342191254604262,0.017935389021121136,1.9238168019394961,0.4841258521835867,0,1.0096073089292665,0.1305122671362559,0.6862800795357709,48.767332549941244,5.904636396310051,3.1875565903505367,2.1345171069727154,28.957696827262044,1.7242426317832111,19.90433078215419,13.047992536797734,8.501634508052943,3.3217078469833843,13.98777664598574,0.4139639773300495,0.5860360226699505,0.6774887423608877
2005,9.751736110420149,0.206104260495907,0.325,0.2254,0.09746951548505449,0.0973,0.07187055924307018,1.5838210205800418,0,0.9504969938207618,3.1688362354026585,10.272317725574506,7.319170419823839,4.67244612101268,3.1688362354026585,0.1734,0.3748,0.4253749865112766,0.16382594151289523,0.191485917772742,0.16382594151289523,0.16033236214524657,0.09,0.09746951548505449,0.09746951548505449,5.468094105009641,59.095399948831556,5.760000000408127,7.67436700857034,17.72575034722884,17.72575034722884,4.570854138159462,17.72575034722884,1.2739595904583818,2.206272903560699,0.021224406693438475,1.1921749239704391,0.2069748131746471,2.1224406693438476,1.382533958148876,0.6191504524154016,0.03835649314805482,0.06705152839893604,0.052978553055210126,0.022680427104475376,1.873752091090605,0.4774418676466047,0,1.0395404582460535,0.12986403366785368,0.7125140221862146,26.921513269339357,6.0240270304092105,3.478430522436592,2.2581976826007413,27.181253529079616,1.779249766001872,22.85183993133784,13.48711977878038,6.794538900762385,3.4639753294084663,16.685647408341023,0.3920783416341365,0.6079216583658635,0.978675053929883
2004,13.109974425432293,0.6339748826626959,0.2489,0.1684,0.08499001795091181,0.086,0.08149887967294311,1.404736976803704,0,1.1142169617534854,3.2634503340952867,11.62526351115701,8.189086636487385,6.139362332535958,3.2634503340952867,0.1297,0.2801,0.451249014377506,0.1431207744056906,0.17589209321052895,0.1431207744056906,0.13837636519200766,0.1,0.08499001795091181,0.08499001795091181,4.409362415811453,46.00540268147615,3.909999999737584,6.259550335150366,16.31734228078407,16.31734228078407,2.860489932693927,15.707302012368638,1.280127516692609,1.8501879193389135,0.02141379517881249,1.097671140865928,0.28073430714567704,2.1413795178812487,1.184011539982783,0.4311439938577511,0.04247244642930307,0.07535734082090705,0.04695183058753009,0.024973225062282653,1.9188647352490271,0.391935051592442,0,0.9434633908005863,0.13606120086567014,0.7044215925624522,11.13140243902439,4.8897865669842036,3.383197063240447,2.123422527098497,12.363109756097561,1.526380751423772,17.239063982291558,11.752632201585236,6.1458419450603134,2.74335183497639,23.87144573488186,0.38580538784219587,0.6141946121578041,0.9668503106318134
2003,12.654320987866107,0.13797291915802395,0.2392,0.2644,0.0871774919145004,0.0575,0.10615581382416726,1.1973115198249362,0,1.1031719656031904,3.0272417777790133,17.404849699405332,9.551352531721523,4.122207186501239,3.0272417777790133,0.1234,0.4174,0.4734171469331842,0.22988757305319812,0.2665539965469445,0.22988757305319812,0.129554426152437,0.06,0.0871774919145004,0.08494840681208407,2.355665271927102,37.16555648473363,3.2399999999457743,4.292585773986735,14.053104602275262,14.053104602275262,1.600569037630116,13.543682008141529,1.437740585749996,1.9369205020596332,0.02551484845349684,1.0461087865933705,0.3228730822873082,2.551484845349684,0.9639712395144063,0.27681967383942063,0.05476881763619045,0.09596822843354112,0.05023713703245978,0.03506684355487795,1.9382527943057333,0.3773354243588002,0,0.7424060855520241,0.11549903136120095,0.5487753526563267,11.435163917310502,2.9856469355683606,2.2161909946341085,1.439002221773379,5.950720400918772,1.4157725014058,14.50574969297756,10.150067876095273,4.567692037264897,2.350669270709284,38.88699763593381,0.34430332227992244,0.6729024588625414,0.5635555868975001
2002,20.674556213757416,-0.8537825991977598,0.1536,0.2065,0.05603747567308539,0.0415,0.14408086116063648,1.1542125094197437,0,1.1585499408802675,3.1761386410936097,24.10033711826467,11.140230120822832,4.919479800512715,3.1761386410936097,0.0751,0.3396,0.46358053064457766,0.19836581811780585,0.2390003227289175,0.19836581811780585,0.08562095977624129,0.05,0.05603747567308539,0.05384194106774373,1.4497722512570326,30.158389178676707,1.6899999999395374,3.1363804536399726,11.408974694181703,11.408974694181703,1.0660567189845478,11.000779231718122,1.5850017451439922,1.6866082023829398,0.026953061392738804,0.9417399650622937,0.5572425828970332,2.6953061392738804,0.9110173323285606,0.21790504898266766,0.07041220093813055,0.12593590720018746,0.08190567616797124,0.045363530198740475,2.046248508653163,0.26262304228270833,0,0.641085154483798,0.1039969487447801,0.4622437464735753,10.353774737356462,1.9787867510234463,1.8595785608114015,1.1932895696571846,5.1961886147080385,1.3397578679803988,13.597050074367873,9.663374757832065,7.953958816705336,2.154055192753318,38.28624918094168,0.37115933752141633,0.6544831524842947,0.4316316217615303
2001,17.62331838577676,-1.4043581838665855,0.2094,0.2546,0.07199755621871842,0.0478,0.14764697038039393,1.1848641827721325,0,1.2688358562403363,3.6903437305408615,20.929398268999996,11.795589045834243,4.947488547385037,3.6903437305408615,0.107,0.42,0.47752426157858874,0.2231689263810889,0.2605023850365392,0.2231689263810889,0.11264891792184599,0.06,0.07199755621871842,0.07050778955283502,1.8777415143468308,30.973273498472125,2.2299999999839883,3.3317539164251637,10.649414490785155,10.649414490785155,0.952990208870442,10.649414490785155,1.5723537858894936,1.4540124020783327,0.023882433446768776,0.9385796344580128,0.42088772845953004,2.388243344676878,0.9223948993823471,0.21740718602643289,0.07544665930965119,0.12865190619677716,0.08845003737851981,0.0400090021854833,1.9569716105575374,0.3322811477868396,0,0.7600783688649797,0.10756867260380196,0.5635894971383634,12.547664056170673,2.118959451953342,2.291420562618881,1.3925290503133174,6.18120442884148,1.4861986114797379,14.065662955465587,10.884699984653947,4.862872889510979,2.374779580812928,54.73569131832797,0.37409261576971214,0.6391322486441385,0.5047697264514499
2000,17.04705882391422,0.13782728410824263,0.2504,0.2596,0.07643004408098479,0.048,0.18996000395720564,1.0578146683773664,0,1.3029074573629047,4.269173118698645,20.845620202867988,13.169720641747395,5.171177506241261,4.269173118698645,0.1189,0.4661,0.4502859656841179,0.22275130905859925,0.2572612855084841,0.22275130905859925,0.11594334170095667,0.06,0.07643004408098479,0.06817456415034118,2.0853301353931077,33.36384311437102,2.549999999942438,3.3007533859300056,10.6471134309109,10.6471134309109,1.0188487584420125,10.182299661169699,1.9342296839292499,1.2154232505368978,0.021100798090212834,0.9172516929815518,0.35970654627539506,2.110079809021283,0.8403812416537928,0.18538399099264224,0.09020805369127517,0.15963562079859378,0.09328908082063636,0.04449573692038762,2.1057987195613155,0.3428872328796342,0,0.6005865256212196,0.09893204972266073,0.631773989623752,7.8834604771952606,1.7064950524514546,2.715723419370116,1.5477058029689608,3.7229345885408214,1.5560134228187918,15.347904624277456,10.082014263350148,4.763558213418053,2.5809705106368765,-86.12407132243685,0.4120010416279156,0.6592016666046651,0.5205057702734103
1999,35.17252423164602,-2.7103533378503677,0.1246,0.0586,0.04333557955174246,0.015,0.2989317114675574,0.8039914284976635,0,1.5242217218760854,4.383680500934673,66.81428114128722,18.531583738914275,16.488960809794097,4.383680500934673,0.0547,0.0909,0.479189608226638,0.05268751814780117,0.09818165880490223,0.05268751814780117,0.06108618356535126,0.02,0.04313835061825792,0.04333557955174246,0.6028651257180012,26.426601472665958,1.14521209040091,2.173586487128807,9.722575564953567,9.722575564953567,0.25495808991099905,9.188625857065002,2.7467716534874924,1.5707213614108058,0.02189316642739742,0.8818567436955681,0.7700379266750949,2.189316642739742,0.5847468566855136,0.043580409469961015,0.13127503961362016,0.23013658749605764,0.1169087772026493,0.06819194770326446,2.2771405161818925,0.20957255677485231,0,0.3876023029458085,0.08224994384453978,0.27735962166122696,1.3889309366130558,0.7913240565043221,1.38381417642179,0.886245572609209,1.4203405865657521,1.2629929214439424,11.194418276024493,9.529052466718872,7.029207335107956,1.9409100092510874,229.59622641509435,0.2905829596412556,0.7094170403587444,1.159405219923053
1998,22.068054403031955,-0.9434093257296162,0.1845,0.0467,0.048748090589094774,0.0151,0.20064,1.47300638780136,0,1.0757755151640735,4.072627914287543,66.06506164259548,16.11590731277858,10.695959159137692,4.072627914287543,0.0872,0.1216,0.5090353625918479,0.05374123784165625,0.10418591171729247,0.05374123784165625,0.07295308132128216,0.02,0.048385830812609054,0.04917072699499478,0.5533938679689042,33.984785380083686,1.6566933963592632,2.2685660379177626,3.907202830501993,3.907202830501993,0.49983962268159093,8.977004717700986,1.801146226559526,1.7151721699488582,0.0349651387253999,1.2783254718006205,0.7716125836016844,3.4965138725399902,1.0252421182773541,0.12291366165258603,0.09476411529741985,0.16711087420042645,0.16319192073753874,0.09550028901306656,2.117257142857143,0.22325650921345871,0,0.5695446115804657,0.06675240148043496,0.2439399421128799,1.5696605374823196,1.2595124174071541,1.3226462495513818,0.7578312427171157,1.3031588873173032,1.7880492281118427,9.355384261389784,10.463516330785268,7.450022904260193,1.7889569359385633,30.900559701492536,0.3259951998675826,0.6682115368699826,1.357487922705314
1997,12.937590549051311,0.976788086453374,0.2687,0.1279,0.06645067742081653,0.048,0.22794319743472286,1.0782537905769818,0,0.8597116561776134,3.4764959304047185,20.840836512628037,10.342314821577405,6.32196657665357,3.4764959304047185,0.1221,0.2188,0.4099868593955322,0.09467465675834881,0.14127849018985908,0.09467465675834881,0.10952580542842902,0.04,0.06605985771897231,0.06645067742081653,1.4677913711124155,35.58169739841263,2.3644278959070246,2.957751772956997,9.276933214839435,9.276933214839435,0.8156187943006928,8.799089834239744,2.005692671331973,1.4899604018445816,0.04069603935706559,1.2448918439326364,0.5265086941697921,4.069603935706559,0.7990739798514297,0.20591228248702553,0.10359760159893404,0.18563008281727972,0.1390258331690002,0.06556693923935838,2.200274851122309,0.3989367017768273,0,0.7467182252976493,0.08312565136616974,0.4962523848460071,5.974500344589938,1.4746784565916398,1.9851210604625997,1.081503316138541,5.057201929703653,1.8378580946035976,18.984508839074174,16.497103345169126,7.094462984403732,2.658355166079441,181.73134328358208,0.39328747996069713,0.6067125200393029,1.1568650912354173
1996,16.22054315093209,1.0041288617243684,0.1725,0.0807,0.06433760537317525,0.0489,0.22382986541729824,1.0207639066905922,0,1.0435909041832294,2.797673029798815,20.463006729968082,9.255149602150128,8.358437581302399,2.797673029798815,0.0786,0.1323,0.3966828867109862,0.08616612980604482,0.13181927215406758,0.08616612980604482,0.10208347611541362,0.05,0.06410629840312522,0.06433760537317525,1.1972825070775028,23.47663236790572,1.510430308777431,2.64717492997717,9.142226380264567,9.142226380264567,0.5935126286554193,8.757277830197989,1.9601403181551054,1.449892422899667,0.03442068689205559,0.8433068288553619,0.5583222370173102,3.4420686892055588,0.7498077416047167,0.15129453986157396,0.10202351167732683,0.1828929590151629,0.1425026586316909,0.08000572727163696,2.193904735657526,0.25641588943699944,0,0.6748013329915407,0.1127578644369817,0.4522868864914147,4.374900398406375,1.3505027703673302,1.825773338881953,1.1543588844062445,5.243824701195219,1.221937253341987,13.325260170293284,11.118011239165634,4.8534803583735355,1.7524884771870823,-230.46001974333663,0.3697549513259483,0.6302450486740517,1.1847285742692384
1995,15.453105214483768,0.5629345470990518,0.16,0.0762,0.059966818978061595,0.0672,0.24792264318923732,0.9243168232280102,0,0.926673563045888,2.472588553212731,14.88042725669147,7.220451414581498,7.439563270550603,2.472588553212731,0.0709,0.1268,0.42209411175887224,0.08525112843279917,0.13517095641051782,0.08525112843279917,0.09678107013429972,0.06,0.059966818978061595,0.059966818978061595,1.352783737506454,21.722859918259243,1.302650808404042,2.7879143344622515,8.578166977258517,8.578166977258517,0.3036162935198292,8.14126554692826,2.018404073299926,1.4351305969557977,0.040477451600233395,0.8148111007126982,0.6255023183925812,4.047745160023339,0.621103757472246,0.0804867634500427,0.10980765860497722,0.1986682784724837,0.1613224374662961,0.1002684586835532,2.25779008804036,0.2434996919285274,0,0.7390584970111016,0.1283401147433105,0.4852314580775619,4.722741433021807,1.3812468827930175,1.9426206509539843,1.2391051454138702,6.162438807298621,1.1817932877672626,10.97553247667664,12.088851540616247,4.418054276199249,1.6485805091220243,-48.480341496292965,0.3803868990614825,0.6196131009385175,1.1352467927810395
1994,14.80551158672353,-5.181929055353233,0.1363,0.0636,0.05116218412367204,0.0425,0.33914205532540426,0.8444056840917252,0,0.7574823098451089,2.0181239901721235,23.537440490115333,7.6650197028007305,7.223845057041248,2.0181239901721235,0.058,0.1029,0.4058766289136563,0.07056368688743317,0.12087316794237733,0.07056368688743317,0.07828817351002679,0.03,0.050739845309631534,0.05116218412367204,0.6453547915024624,20.05327359144014,1.0259692757676304,1.9817300658013584,7.962929773080415,7.962929773080415,0.23275420628689183,7.526792245656058,2.5526517921991103,1.336375274298896,0.0540206879636521,0.8205742501678753,0.7998039215686275,5.40206879636521,0.560149797363156,0.05935464012722516,0.1444196581002026,0.25325323327478844,0.19095705574536176,0.16804817591830878,2.348309501536817,0.20951138176018558,0,0.5053608987841789,0.09882326976515554,0.325652218048929,2.4222395023328147,0.7763417132949799,1.4829143459280445,0.9187651557545234,2.553395541731467,1.1345405294666637,10.688323407327196,12.347702217267434,4.42267194384288,1.5716673236105636,-29.4745712596097,0.34648898001025114,0.6535110199897488,1.1094682968439011
1993,14.815382033920454,1.4074612932224415,0.1518,0.0688,0.05397393304370048,0.0581,0.36258335249482637,0.7993006993006992,0,0.7996444379156656,2.248367933407105,17.20369851310754,6.800418772415892,7.372597402289136,2.248367933407105,0.0627,0.1114,0.39807820086889856,0.07466394071045233,0.1245898287758753,0.07466394071045233,0.08231024789164323,0.05,0.05320828009200102,0.05397393304370048,0.9172446255075428,19.733770725813805,1.065109219854811,2.320445332573843,7.501556166428193,7.501556166428193,0.19829590210554532,7.0184242381039,2.5447637894826594,1.4032007070663004,0.04958759006194085,0.7824921711774265,0.7346590909090909,4.958759006194085,0.5049488972565895,0.0528778913394298,0.1499197813298473,0.26609994304638557,0.19645249203196452,0.1612651324133498,2.4185157507472983,0.2164487414285106,0,0.6187735341581495,0.11758752875031944,0.3952881856906894,2.291555122900949,0.9118509710661911,1.6536802760207014,1.061652053530226,2.799464589924556,1.162576504842831,10.76078216374269,14.260204081632653,4.857531760435572,1.5787902262677125,-28.070301291248207,0.3442622950819672,0.6557377049180327,1.1024096385542168
1992,15.963212759631025,-1.051694017105102,0.1412,0.0648,0.04623885226832106,0.0313,0.39744197063003317,0.8352743731882215,0,0.7381206365203568,2.2543973491070584,31.913044787694886,7.922643311147643,7.4338132849966465,2.2543973491070584,0.0561,0.1053,0.39620977122915857,0.06673129119813881,0.11562621170996511,0.06673129119813881,0.0706378441256301,0.02,0.04564947654129507,0.04662659945715394,0.4788010702724204,20.701223138852846,0.9572007984909663,1.9286492398944814,7.3748609109730605,7.3748609109730605,0.18020258218970392,6.777864605834565,2.6938078656064426,1.449848169622061,0.05032535178166034,0.7689713752237699,0.8033542976939203,5.032535178166034,0.539948125921782,0.045669531607587854,0.15787369163824533,0.28440677966101696,0.20364039327564662,0.17629632628314415,2.5174680246328753,0.2032767870088444,0,0.48878604485582056,0.09316595579682048,0.24825720528561024,1.9743054104867348,0.7159564958283671,1.330242214532872,0.8692231165777335,2.007729266764153,1.2132188639303776,10.726192526261409,12.768907042950861,4.925820482404112,1.6692826744769333,-29.137127524360967,0.33992040620282693,0.6545903664059284,1.0585415456130156
1991,13.490565342607143,1.0273584376293117,0.1603,0.0746,0.054449813801083165,0.0479,0.3734073925616285,0.8157667593747003,0,0.7345587709763046,2.163001858693847,20.88091926992814,6.904328817272894,6.754026050298566,2.163001858693847,0.064,0.121,0.4044746079127247,0.07847579414081111,0.12538041945802988,0.07847579414081111,0.08282205606386185,0.04,0.05381294544323121,0.054449813801083165,0.7288951124828701,20.7199214023012,1.1281958623283783,2.2044141295709134,7.634259644119923,7.634259644119923,0.3013894660791525,7.036517300632727,2.627487577944055,1.4755190170880434,0.04824800448407803,0.7343346282476677,0.6508928571428572,4.824800448407803,0.5241680253188836,0.07173683705763882,0.14894929191411604,0.2718839250349184,0.1972465466914891,0.17263387502917577,2.5069430526526757,0.2098820118390851,0,0.5246955020619546,0.10639104689490214,0.33065253152988483,2.2369955156950674,0.8389817512651434,1.49399235390497,0.9975385176406236,2.4533632286995517,1.1745888533576976,10.072027627035027,12.042974238875878,4.3503089708075855,1.610406488788676,-21.58157591018781,0.34256867809344915,0.6574313219065508,1.0553834716887622
1990,12.887560637085826,0.2964138946529739,0.1516,0.0755,0.04747960083018224,0.0635,0.41679019815459084,0.7632049947970864,0,0.6118962347236042,1.953310506483134,15.755656122938017,6.064876835600225,5.442136866073068,1.953310506483134,0.0571,0.1351,0.3963362048541021,0.08155877140609748,0.1341085491712393,0.08155877140609748,0.07752158379059695,0.04,0.046814317800585675,0.04747960083018224,0.8212923599646974,21.14737641071618,1.0040689905864164,2.1335965017530913,7.21586906308661,7.21586906308661,0.2669500789343526,6.6246507951764455,2.761089517626558,1.312304141788394,0.052612277161628154,0.6808028664714683,0.6780439121756487,5.261227716162815,0.49739854318418314,0.05544224765868887,0.15707982259112727,0.29417919371370005,0.18867507731579206,0.21337631511797206,2.65336560278324,0.20415070983714362,0,0.4431217481789802,0.10089178252257887,0.3849333082848018,1.80311986863711,0.7727371706467301,1.625839951130116,1.070487682252388,1.748111658456486,1.2030852725552121,9.974632007516442,11.02141215792772,4.080327973864582,1.683240811638591,-19.01757231684239,0.38753056234718825,0.6124694376528117,0.9504996514059958
1989,18.24817518162393,-0.6021897809935897,0.1161,0.0697,0.040504985228951254,0.025,0.5300886126173786,0.7540029112081513,0,0.7391420661869923,2.117811628339505,39.98195685861423,8.092368273847125,6.032553978674996,2.117811628339505,0.0422,0.1301,0.415216488183161,0.09190361890694239,0.14962610782865585,0.09190361890694239,0.05773402880354505,0.02,0.040504985228951254,0.03433114844903988,0.31264102565572244,16.91149857629356,0.6850000000322009,1.5446652422378546,6.461052706856432,6.461052706856432,0.36396723648434604,5.902319088596548,3.128752136899215,1.2320242165821322,0.04949173789406443,0.6186467236758053,0.9031339031339032,4.9491737894064425,0.49827147016011647,0.0848344250363901,0.19264831348610292,0.34644308064655543,0.23469723424175712,0.2503001709519372,2.751587091654543,0.1698595146871009,0,0.36003457059679767,0.0913381646971935,0.20240050536955148,1.6187657244339204,0.4937000998003992,1.2537620782512275,0.8346514815986502,1.1713778303981057,1.04130066451171,9.013696193525435,11.128290740978555,3.7313158088506,1.434108398841539,-21.553538117149607,0.40535678592844293,0.7015790525684589,0.6282019085886489
1988,11.111111110836502,0.7350427350245683,0.1656,0.0842,0.06611611800344407,0,0.3033966065413794,0.8493620916528406,0,0.7346235333534447,1.8397848220795165,0,0,5.022057386480079,1.8397848220795165,0.0708,0.1459,0.4405897658282741,0.10416430986588232,0.16437271390323918,0.10416430986588232,0.10538356147164926,0,0.06611611800344407,0.06611611800344407,0,14.973655893906193,0.9900000000244676,0,5.978960076193396,5.978960076193396,0.4534049429769853,5.978960076193396,1.8139961977634638,0,0.04886363636363637,0.5375000000000001,0.5429292929158747,4.886363636363637,0.5546655987184621,0.13782252989301447,0.12972958421385594,0.2327738195870064,0.12862080315997368,0.16490874525122398,2.338684798690465,0.23632601232187367,0,0,0,0,2.0111133562335826,0,0,0,0,1.0708545892614378,8.640069889341875,13.054972103708566,0,1.4716698422094379,-62.692671394799056,0.3726145038167939,0.6273854961832062,1.0117050802461687
1987,11.081395349340907,-1.4722425249838627,0.1439,0.073,0.06333752093802344,0,0.23449116754892046,1.0062107740585775,0,0.7018681099613955,1.5950143784812347,0,0,5.228501461692075,1.5950143784812347,0.0654,0.1193,0.4185903475711893,0.09170854271356783,0.1476392378559464,0.09170854271356783,0.09870969430485763,0,0.06333752093802344,0.06333752093802344,0,13.578049586159675,0.8599999999609091,0,5.974867768323456,5.974867768323456,0.44972314047542583,5.974867768323456,1.4010537189445802,0,0.049842602308499476,0.475,0.5523255814204545,4.984260230849948,0.6680831589958159,0.16546809623430964,0.10649361173388076,0.18994965189949653,0.1299195280358113,0.14701508068673455,2.201927080235532,0.22550475059382422,0,0,0,0,2.9954608938547485,0,0,0,0,1.032062883228438,8.59029389017788,12.172029308697038,0,1.4301006849571434,127.8928870292887,0.3583454858809492,0.6416545141190507,1.0763413242009132
1986,9.43010752652985,0.636532258040765,0.1674,0.085,0.0766941391941392,0,0.2460952142946395,1.0722733245729303,0,0.72323397925538,1.5789509041047107,0,0,4.45193024149682,1.5789509041047107,0.0771,0.1447,0.43744276556776557,0.11233688186813187,0.17550938644688643,0.11233688186813187,0.12242445054945054,0,0.0766941391941392,0.0766941391941392,0,12.126089552691273,0.9300000000347015,0,5.554320895729639,5.554320895729639,0.6621044776366457,5.554320895729639,1.3668917910957796,0,0.05131128848346637,0.45,0.4838709677238806,5.131128848346637,0.7732588699080157,0.2507227332457293,0.11337861953831098,0.19749310604161444,0.11827246185203548,0.1558599533746613,2.170561039610146,0.26086144321093085,0,0,0,0,2.5306919642857144,0,0,0,0,1.0058142881814518,8.638980443858493,10.30188679245283,0,1.4179228631134735,-220.46687697160883,0.37353903693314633,0.6264609630668536,1.0897974780282766
1985,8.506172839488706,0,0.1674,0.097,0.05618820163141924,0,0.27182430574649435,0.9091623448059092,0,0.47794655461689334,1.423737342875653,0,0,3.2548490469063,1.423737342875653,0.0704,0.2022,0.35697391344478674,0.11679531111188028,0.16610709217403344,0.11679531111188028,0.11027655671316326,0,0.05618820163141924,0.05618820163141924,0,14.415837782370463,0.8100000000016633,0,4.839375770030471,4.839375770030471,0.41148665297825765,4.839375770030471,1.3154599589349394,0,0.06259071117561683,0.43124999999999997,0.5324074074063142,6.2590711175616836,0.6579181727696579,0.1296034365341296,0.11435801041064199,0.21372787461153897,0.14211581554428587,0.19092307096298106,2.3769590321693705,0.22823482428115016,0,0,0,0,3.143088378115895,0,0,0,0,1.2532244071717755,11.62072560467056,11.51494619370267,0,1.7958849612531598,0,0.49047917974471644,0.5095208202552836,0.9441865059764892